date,views,rooms,size,reconstructed,garage,balcony,price,new,location,top
2025-08-12,554,3.0,75.0,True,False,True,99000.0,False,Rožňava,False
2025-08-12,477,2.0,61.0,True,False,True,133000.0,True,Hlohovec,False
2025-08-12,593,3.0,76.0,False,False,False,308000.0,False,Košice,False
2025-08-12,675,0.0,35.0,True,False,True,134000.0,False,Bratislava,False
2025-08-12,255,3.0,3.0,False,False,False,279000.0,True,Bratislava,False
2025-09-05,290,4.0,84.0,False,True,True,84900.0,False,Trebišov,False
2025-09-05,236,3.0,72.0,True,False,True,129900.0,False,Michalovce,False
2025-09-05,1515,3.0,68.0,True,False,False,127500.0,True,Nové Zámky,True
2025-09-05,260,2.0,28.0,True,False,True,134500.0,True,Bardejov,False
2025-09-05,247,2.0,13.0,False,False,True,177000.0,True,Poprad,False
2025-09-05,247,4.0,121.0,False,True,True,157500.0,False,Kežmarok,False
2025-09-05,222,4.0,85.0,True,False,False,215000.0,False,Dunajská Streda,False
2025-09-05,242,3.0,64.0,True,False,True,120000.0,False,Dunajská Streda,False
2025-09-05,205,3.0,81.0,True,False,True,120000.0,False,Dunajská Streda,False
2025-09-05,764,1.0,40.0,True,False,True,146500.0,True,Košice,True
2025-09-05,48,3.0,67.0,True,False,False,87900.0,True,Michalovce,False
2025-09-05,61,2.0,55.0,False,False,True,49900.0,False,Snina,False
2025-09-05,35,4.0,75.0,True,False,True,148000.0,False,Dunajská Streda,False
2025-09-05,208,3.0,60.0,True,False,True,118000.0,False,Michalovce,False
2025-09-05,218,3.0,64.0,True,False,True,114000.0,True,Prievidza,False
2025-09-05,481,3.0,70.0,False,False,True,99900.0,False,Topoľčany,False
2025-09-05,231,4.0,120.0,True,True,True,88900.0,False,Vranov nad Topľou,False
2025-09-05,209,4.0,73.0,False,False,True,139900.0,False,Trebišov,False
2025-09-04,352,3.0,65.0,True,False,True,239000.0,False,Bratislava,False
2025-09-04,158,3.0,77.0,True,False,True,122900.0,True,Martin,False
2025-09-04,298,3.0,61.0,False,False,True,182000.0,True,Nitra,False
2025-09-04,218,4.0,96.0,False,True,True,485000.0,True,Bratislava,False
2025-09-04,124,3.0,63.0,False,False,False,56900.0,False,Levice,False
2025-09-04,151,3.0,116.0,True,False,True,139900.0,False,Levice,False
2025-09-04,181,3.0,20.0,True,False,False,89500.0,False,Levice,False
2025-09-04,577,3.0,68.0,False,True,True,279000.0,False,Košice,True
2025-09-04,297,4.0,80.0,False,False,False,169000.0,False,Poprad,False
2025-09-04,284,1.0,85.0,True,False,True,144900.0,True,Bratislava,False
2025-09-03,207,1.0,28.0,False,False,False,58900.0,False,Komárno,False
2025-09-03,975,2.0,58.0,False,False,False,28000.0,False,Trebišov,True
2025-09-03,159,1.0,4.0,False,True,True,4500.0,True,Bratislava,False
2025-09-03,184,2.0,4.0,False,True,True,4300.0,True,Bratislava,False
2025-09-03,160,3.0,4.0,False,True,True,4300.0,True,Bratislava,False
2025-09-03,163,4.0,4.0,False,True,True,4300.0,True,Bratislava,False
2025-09-03,365,1.0,4.0,True,False,False,124992.0,True,Bratislava,False
2025-09-03,180,0.0,44.0,True,False,False,74900.0,False,Komárno,False
2025-08-12,846,0.0,25.0,True,False,False,50000.0,False,Poprad,False
